ï»¿Ã¯Â»Â¿shop_id;delivery_mode;is_actif;is_service_actif;delay_value;delay_unit;service_delay_value;service_delay_unit;calculation_strategy;fixed_cost;fixed_cost_currency;is_free_delivery_enabled;free_delivery_min_amount;radius_threshold;eligibility_type;eligibility_value;eligibility_comparator;eligibility_unit;max_malus_penalty;latest_order_same_day;radius_costs
BV531;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV531;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV535;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV535;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV535;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV535;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV535;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV540;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV540;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV540;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV540;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;10.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV540;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV542;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV542;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV542;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV542;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV542;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV519;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV519;SHIPPING;false;false;2;DAY;2.0;DAY;FIXED_COST;7.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV519;RELAY;false;false;2;DAY;2.0;DAY;FIXED_COST;3.9;EUR;true;29.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV519;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;10.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV519;CUSTOM_RELAY;false;false;2;HOUR;2.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV513;PICK_UP;false;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV513;SHIPPING;false;false;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;79.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV513;RELAY;false;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;79.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV513;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV513;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV555;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV555;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV555;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV555;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV555;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV553;PICK_UP;true;true;2;HOUR;4.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV553;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV553;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV553;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV553;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
MTLOG;SHIPPING;true;false;3;DAY;3.0;DAY;FIXED_COST;0.0;EUR;;;;;;;;;;
BV015;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV015;SHIPPING;true;true;2;DAY;2.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV015;RELAY;true;false;2;DAY;2.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV015;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV015;CUSTOM_RELAY;false;false;2;HOUR;2.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV023;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV023;SHIPPING;true;true;2;DAY;2.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV023;RELAY;true;false;2;DAY;2.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV023;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;14h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV023;CUSTOM_RELAY;false;false;2;HOUR;2.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV125;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV125;SHIPPING;true;true;2;DAY;2.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV125;RELAY;true;false;2;DAY;2.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV125;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:9.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV125;CUSTOM_RELAY;false;false;2;HOUR;2.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV145;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV145;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV145;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV145;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;30.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV145;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV149;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV149;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV149;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV149;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV149;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV153;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV153;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV153;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV153;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV153;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV158;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV158;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV158;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV158;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;30.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:15.9; 20.0-25.0km:16.9; 25.0-30.0km:16.9; 30.0-35.0km:16.9; 35.0-40.0km:16.9"
BV158;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV163;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV163;SHIPPING;true;true;2;DAY;3.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV163;RELAY;true;false;2;DAY;3.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV163;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV163;CUSTOM_RELAY;false;false;2;HOUR;3.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV175;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV175;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV175;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV175;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;10.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV175;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV185;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV185;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV185;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV185;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV185;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV206;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV206;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV206;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV206;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV206;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV218;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV218;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV218;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV218;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV218;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV309;PICK_UP;true;true;4;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV309;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV309;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV309;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV309;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV008;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV008;SHIPPING;true;true;2;DAY;2.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV008;RELAY;true;false;2;DAY;2.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV008;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV008;CUSTOM_RELAY;false;false;2;HOUR;2.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV013;PICK_UP;true;true;2;HOUR;6.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV013;SHIPPING;true;true;2;DAY;3.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV013;RELAY;true;false;2;DAY;3.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV013;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;30.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;12h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:20.0; 25.0-30.0km:20.0; 30.0-35.0km:20.0; 35.0-40.0km:20.0"
BV013;CUSTOM_RELAY;false;false;2;HOUR;3.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV033;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV033;SHIPPING;true;true;2;DAY;2.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV033;RELAY;true;false;2;DAY;2.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV033;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV033;CUSTOM_RELAY;false;false;2;HOUR;2.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV119;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV119;SHIPPING;true;true;2;DAY;4.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV119;RELAY;true;false;2;DAY;4.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV119;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;20.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV119;CUSTOM_RELAY;false;false;2;HOUR;4.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV129;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV129;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV129;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV129;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV129;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV147;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV147;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV147;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV147;EXPRESS;false;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;40.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;13h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV147;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
BV192;PICK_UP;true;true;2;HOUR;2.0;HOUR;FIXED_COST;0.0;EUR;;;;;;;;;;
BV192;SHIPPING;true;true;2;DAY;6.0;DAY;FIXED_COST;9.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV192;RELAY;true;false;2;DAY;6.0;DAY;FIXED_COST;5.9;EUR;true;39.0;;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;;;
BV192;EXPRESS;true;false;0;HOUR;0.0;HOUR;RADIUS_COST;;;;;30.0;MIN_AMOUNT;0.0;GREATER_THAN;AMOUNT_IN_EUR;15.0;12h;"0.0-5.0km:14.9; 5.0-20.0km:14.9; 20.0-25.0km:15.9; 25.0-30.0km:15.9; 30.0-35.0km:15.9; 35.0-40.0km:15.9"
BV192;CUSTOM_RELAY;false;false;2;HOUR;6.0;HOUR;FIXED_COST;9.9;EUR;;;;;;;;;;
